MSSubClass,MSZoning,LotArea,LotShape,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSF
60,RL,8244,IR1,Lvl,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,1720,2,3,1,7,1,Attchd,440,5,2007,Normal,183500,2560
20,RL,16669,IR1,Lvl,1Fam,1Story,8,6,1981,GasA,Y,SBrkr,1707,2,2,1,6,1,Attchd,511,1,2006,Normal,228000,3393
50,RM,12358,IR1,Lvl,1Fam,1.5Fin,5,6,1941,GasA,Y,SBrkr,1382,1,2,1,7,0,Detchd,660,5,2007,Normal,128500,1574
20,RL,31770,IR1,Lvl,1Fam,1Story,6,5,1960,GasA,Y,SBrkr,1656,1,3,1,7,2,Attchd,528,5,2010,Normal,215000,2736
160,RL,5306,IR1,Lvl,TwnhsE,2Story,7,7,1987,GasA,Y,SBrkr,1767,2,2,1,5,1,Attchd,504,6,2006,Normal,239000,2831
20,RL,10197,IR1,Lvl,1Fam,1Story,6,5,1961,GasA,Y,SBrkr,1362,1,3,1,6,1,Attchd,504,6,2008,Normal,163000,2724
20,RL,12416,IR1,Lvl,1Fam,1Story,6,5,1986,GasA,Y,SBrkr,1651,2,3,1,7,1,Attchd,616,11,2008,Normal,184000,3257
20,RL,12615,Reg,Lvl,1Fam,1Story,6,7,1950,GasA,Y,SBrkr,2158,2,4,1,7,1,Attchd,576,6,2007,Normal,243000,3360
60,RL,10029,IR1,Lvl,1Fam,2Story,6,5,1988,GasA,Y,SBrkr,2060,2,4,1,8,1,Attchd,521,9,2007,Normal,211000,3211
50,RL,13650,Reg,Lvl,1Fam,1.5Fin,5,5,1958,GasA,Y,SBrkr,1920,2,4,1,8,1,Attchd,451,7,2006,Normal,172500,2972
20,RL,17423,IR1,Lvl,1Fam,1Story,9,5,2008,GasA,Y,SBrkr,2234,2,1,1,9,1,Attchd,1166,7,2009,Partial,501837,4450
30,RM,8520,Reg,Lvl,1Fam,1Story,5,6,1923,GasA,Y,SBrkr,968,1,2,1,5,0,Detchd,480,7,2007,Normal,100000,1936
160,FV,2117,Reg,Lvl,Twnhs,2Story,6,5,2000,GasA,Y,SBrkr,1525,2,3,1,5,1,Detchd,440,6,2007,Normal,177000,2281
70,RL,7588,Reg,Lvl,1Fam,2Story,7,6,1920,GasA,Y,SBrkr,1802,1,4,1,9,1,Detchd,216,7,2006,Normal,200100,2595
20,RL,9060,Reg,Lvl,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1340,1,3,1,7,1,Attchd,252,6,2007,Normal,120000,1340
50,RM,11426,Reg,Lvl,1Fam,1.5Fin,7,5,2003,GasA,Y,SBrkr,2082,2,3,1,6,0,Detchd,484,6,2008,Normal,200000,3444
50,RL,7438,IR1,Lvl,1Fam,1.5Fin,5,8,1908,GasA,Y,SBrkr,1252,1,3,1,5,0,Attchd,576,6,2006,Normal,127000,1756
75,RM,22950,IR2,Lvl,1Fam,2.5Fin,10,9,1892,GasA,Y,SBrkr,3608,2,4,1,12,2,Detchd,840,6,2006,Normal,475000,4143
80,RL,9947,IR1,Lvl,1Fam,SLvl,7,5,1990,GasA,Y,SBrkr,1217,2,3,1,6,0,Attchd,497,6,2009,Normal,173000,2405
50,RL,10410,Reg,Lvl,1Fam,1.5Fin,5,7,1916,GasA,Y,SBrkr,1656,2,3,1,8,0,Detchd,180,8,2009,Normal,135000,2172
90,RL,7018,Reg,Bnk,Duplex,SFoyer,5,5,1979,GasA,Y,SBrkr,1224,0,2,2,6,2,Detchd,528,6,2009,Alloca,153337,2310
120,RL,4923,Reg,Lvl,TwnhsE,1Story,8,5,2001,GasA,Y,SBrkr,1593,1,0,1,5,1,Attchd,682,8,2008,Normal,286000,3186
70,RL,10570,Reg,Bnk,1Fam,2Story,8,8,1932,GasA,Y,SBrkr,2727,2,3,1,10,2,Detchd,440,12,2007,Normal,315000,3580
60,RL,7472,IR1,Lvl,1Fam,2Story,7,9,1972,GasA,Y,SBrkr,1479,1,4,1,7,0,Attchd,484,6,2007,Normal,184000,2204
20,RL,9017,IR1,Lvl,1Fam,1Story,7,5,1999,GasA,Y,SBrkr,1431,2,3,1,6,0,Attchd,666,9,2009,Normal,192000,2862
160,RM,2522,Reg,Lvl,Twnhs,2Story,7,5,2004,GasA,Y,SBrkr,1709,2,3,1,7,0,Detchd,380,5,2006,Normal,130000,2679
20,RL,7180,IR1,Lvl,1Fam,1Story,5,7,1972,GasA,Y,SBrkr,864,1,3,1,5,0,Detchd,352,5,2008,Normal,127000,1728
160,RL,2280,Reg,Lvl,Twnhs,2Story,6,6,1976,GasA,Y,SBrkr,1456,2,3,1,7,1,Attchd,440,7,2009,Normal,148500,2311
20,RL,9416,Reg,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1726,2,3,1,8,1,Attchd,786,9,2007,Partial,311872,3452
75,RL,25419,Reg,Lvl,1Fam,2Story,8,4,1918,GasA,Y,SBrkr,3112,2,4,1,8,1,Detchd,795,3,2006,Abnorml,235000,4080
75,RM,5520,Reg,Lvl,1Fam,2.5Fin,6,6,1912,GasA,Y,SBrkr,2229,1,5,1,8,0,,0,7,2009,Abnorml,104000,2613
20,RL,9591,Reg,Lvl,1Fam,1Story,8,5,2004,GasA,Y,SBrkr,1713,2,3,1,7,1,Attchd,856,1,2009,Normal,274900,3426
20,RM,8546,Reg,Lvl,1Fam,1Story,4,5,2003,GasA,Y,SBrkr,1121,2,2,1,5,0,Attchd,440,3,2010,Normal,140000,2242
20,RL,10125,Reg,Lvl,1Fam,1Story,6,6,1977,GasA,Y,SBrkr,1279,2,3,1,6,2,Detchd,473,2,2008,Normal,171500,2475
50,RL,7000,Reg,Lvl,1Fam,1.5Fin,6,6,1924,GasA,Y,SBrkr,1310,2,2,1,6,0,Attchd,398,5,2006,Normal,112000,1927
120,RM,4438,Reg,Lvl,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,1,1,1,3,1,Attchd,420,1,2008,Normal,149000,1696
50,RM,3500,Reg,Lvl,1Fam,1.5Fin,5,7,1947,GasA,Y,SBrkr,1284,1,2,1,5,0,Detchd,240,4,2009,Normal,110000,2004
20,RL,11851,Reg,Lvl,1Fam,1Story,7,5,1990,GasA,Y,SBrkr,1442,2,3,1,5,0,Attchd,500,5,2009,Normal,180500,2866
20,RL,13673,IR1,Lvl,1Fam,1Story,5,5,1962,GasA,Y,SBrkr,1696,1,3,1,8,1,Attchd,349,3,2007,Normal,143900,2836
20,RL,12493,IR1,Lvl,1Fam,1Story,4,5,1960,GasA,Y,SBrkr,1100,1,3,1,6,1,Attchd,312,4,2008,Normal,141000,2200
60,RL,14364,IR1,Low,1Fam,2Story,7,5,1988,GasA,Y,SBrkr,2062,2,3,1,7,1,Attchd,454,4,2007,Normal,277000,3219
20,RL,8250,Reg,Lvl,1Fam,1Story,6,7,1964,GasA,Y,SBrkr,1092,1,3,1,6,0,Attchd,504,7,2008,Normal,145000,2184
30,RL,5604,Reg,Lvl,1Fam,1Story,5,6,1925,GasA,N,FuseA,864,1,2,1,5,0,,0,4,2008,Normal,98000,1728
20,RL,10420,Reg,Lvl,1Fam,1Story,6,5,2009,GasA,Y,SBrkr,1212,2,3,1,6,0,Attchd,460,3,2010,Normal,186000,2424
60,FV,8640,Reg,Lvl,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,1852,2,3,1,7,1,Attchd,644,7,2009,Partial,252678,2752
20,RL,13568,IR2,Lvl,1Fam,1Story,5,5,1995,GasA,Y,SBrkr,990,1,3,1,5,0,Attchd,576,7,2006,Normal,156000,1980
60,RL,10900,IR1,Lvl,1Fam,2Story,6,7,1977,GasA,Y,SBrkr,1392,1,3,1,6,0,Attchd,299,3,2010,Normal,161750,2081
20,RL,10011,IR1,Lvl,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1236,1,2,1,6,1,Attchd,447,5,2006,Normal,134450,2306
20,RL,8450,Reg,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1436,2,3,1,8,0,Attchd,484,4,2008,Normal,210000,2872
70,RM,9906,Reg,Lvl,1Fam,2Story,4,4,1925,GasA,N,SBrkr,1328,1,3,1,8,0,Detchd,210,9,2006,Family,107000,2014
50,RL,15660,IR1,Lvl,1Fam,1.5Fin,7,9,1939,GasA,Y,SBrkr,1954,1,3,1,8,2,Attchd,431,5,2008,Normal,311500,2752
120,RL,3010,Reg,Lvl,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1248,2,2,1,5,0,Attchd,438,3,2006,Partial,167240,2496
20,RL,8990,IR1,Lvl,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1498,2,2,1,5,0,Attchd,675,4,2006,Partial,204900,2996
60,RL,8068,IR1,Lvl,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,2267,2,4,1,8,1,BuiltIn,390,12,2009,Normal,200000,3277
60,RL,11475,Reg,Lvl,1Fam,2Story,6,6,1975,GasA,Y,SBrkr,1552,2,3,1,6,1,Attchd,434,2,2006,Normal,179900,2265
20,RL,10500,Reg,Lvl,1Fam,1Story,4,6,1971,GasA,Y,SBrkr,864,1,2,1,4,0,Detchd,576,3,2009,Abnorml,97000,1728
20,RL,13472,Reg,Lvl,1Fam,1Story,10,5,2003,GasA,Y,SBrkr,2392,2,3,1,8,1,Attchd,968,6,2009,Normal,386250,4784
160,RM,1680,Reg,Lvl,Twnhs,2Story,5,5,1971,GasA,Y,SBrkr,1302,2,3,1,6,0,Detchd,280,5,2009,Abnorml,112000,1932
60,RL,9950,IR1,Lvl,1Fam,2Story,7,5,1995,GasA,Y,SBrkr,2520,2,4,1,9,1,Attchd,721,6,2007,Abnorml,290000,3723
160,RM,1869,Reg,Lvl,Twnhs,2Story,6,6,1970,GasA,Y,SBrkr,987,1,2,1,5,0,Detchd,280,9,2008,Normal,106000,1470
20,RL,8521,Reg,Lvl,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,912,1,3,1,5,1,Detchd,336,5,2010,Normal,125000,1824
120,RL,3182,Reg,Lvl,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1555,2,2,1,7,1,Attchd,430,5,2009,Normal,192500,2928
20,RL,8760,Reg,Lvl,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,1194,1,3,1,6,0,Attchd,312,4,2010,Normal,148000,2388
60,RL,15138,IR1,Lvl,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,2794,2,4,1,9,1,Attchd,810,7,2009,Normal,403000,4256
160,RM,1680,Reg,Lvl,Twnhs,2Story,6,5,1972,GasA,Y,SBrkr,987,1,2,1,5,1,Attchd,288,6,2006,Normal,94500,1470
20,RL,10650,Reg,Lvl,1Fam,1Story,5,6,1976,GasA,Y,SBrkr,894,1,3,1,5,0,Attchd,308,2,2010,Normal,128200,1788
60,RL,7851,Reg,Lvl,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,1960,2,4,1,8,2,BuiltIn,440,5,2010,Normal,216500,2820
160,RM,1680,Reg,Lvl,TwnhsE,2Story,6,3,1971,GasA,Y,SBrkr,987,1,2,1,5,0,Detchd,264,8,2008,Normal,89500,1470
20,RL,8773,Reg,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1414,2,3,1,6,0,Attchd,494,5,2010,Normal,185500,2828
60,RL,9453,IR1,Lvl,1Fam,2Story,7,7,1993,GasA,Y,SBrkr,1744,2,3,1,7,0,Attchd,457,2,2010,Normal,194500,2740
20,RL,12030,Reg,Lvl,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1694,2,3,1,7,0,Attchd,818,12,2007,Partial,318000,3388
50,RL,8741,Reg,Lvl,1Fam,1.5Fin,6,4,1945,GasA,Y,FuseA,1487,1,3,1,7,1,Detchd,220,4,2010,Normal,113000,2222
20,FV,9000,Reg,Lvl,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,1566,2,3,1,7,0,Attchd,750,4,2010,Normal,262500,3132
30,RM,3880,Reg,Lvl,1Fam,1Story,5,9,1945,GasA,Y,SBrkr,866,1,2,1,4,0,,0,8,2007,Normal,110500,1552
50,RM,5000,Reg,Lvl,1Fam,1.5Fin,5,4,1900,GasA,N,FuseA,1440,1,3,1,6,0,Attchd,352,4,2006,Normal,79000,1980
160,RL,10762,Reg,Lvl,TwnhsE,2Story,6,6,1980,GasA,Y,SBrkr,1217,1,3,1,6,1,Attchd,288,4,2009,Normal,120000,1843
60,RL,8880,IR1,Lvl,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,2110,2,3,1,8,2,Attchd,463,5,2010,Normal,205000,3058
20,RL,10400,Reg,Lvl,1Fam,1Story,7,5,1988,GasA,Y,SBrkr,1872,2,3,1,6,1,Attchd,604,6,2006,Normal,241500,3717
190,RM,9142,Reg,Lvl,2fmCon,2Story,6,8,1910,GasA,N,FuseP,1928,2,4,2,9,0,Detchd,440,4,2006,Normal,137000,2948
20,RL,11310,Reg,Lvl,1Fam,1Story,6,5,1954,GasA,Y,SBrkr,1375,1,2,1,5,1,Attchd,451,6,2006,Normal,140000,2742
60,RL,11317,Reg,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1668,2,3,1,8,0,Attchd,500,9,2007,Normal,180000,2508
50,RL,159000,IR2,Low,1Fam,1.5Fin,6,7,1958,GasA,Y,SBrkr,2144,2,4,1,7,2,Attchd,389,6,2007,Normal,277000,3588
30,RL,5350,IR1,Lvl,1Fam,1Story,3,2,1940,GasA,Y,SBrkr,1306,1,3,1,6,0,,0,5,2010,Normal,76500,2034
120,RM,4750,IR1,HLS,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,1625,2,2,1,5,1,Attchd,538,12,2007,Family,235000,3198
60,RL,8366,IR1,Lvl,1Fam,2Story,6,5,2004,GasA,Y,SBrkr,1640,2,3,1,6,0,Attchd,520,12,2008,Normal,173000,2438
80,RL,9350,Reg,Lvl,1Fam,SLvl,6,7,1964,GasA,Y,SBrkr,1302,2,3,1,7,0,Attchd,309,10,2007,Normal,158000,2604
20,RL,8400,Reg,Lvl,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1314,1,3,1,5,0,Attchd,294,6,2010,Normal,145000,2628
60,RL,8738,IR1,Lvl,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,2291,2,4,1,8,1,BuiltIn,429,2,2006,Normal,230000,3266
60,FV,8791,IR1,Lvl,1Fam,2Story,6,5,2003,GasA,Y,SBrkr,1728,2,3,1,7,0,Attchd,673,5,2008,Normal,207500,2592
20,RL,8814,Reg,Lvl,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1604,2,3,1,8,1,Attchd,660,3,2009,Abnorml,220000,3208
60,RL,12435,Reg,Lvl,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,1792,2,3,1,7,1,Attchd,564,5,2008,Normal,231500,2755
20,RM,12702,Reg,Lvl,1Fam,1Story,5,5,1956,GasA,Y,FuseA,882,1,2,1,4,0,Detchd,308,12,2008,Normal,97000,882
80,RL,19296,Reg,Lvl,1Fam,SLvl,6,5,1962,GasA,Y,SBrkr,1382,1,3,1,6,1,Attchd,884,5,2009,Normal,176000,2744
60,RL,9588,IR1,Lvl,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,2574,2,3,1,10,1,BuiltIn,868,11,2007,Partial,276000,4056
80,RL,8471,IR1,Lvl,1Fam,SLvl,6,7,1977,GasA,Y,SBrkr,1212,1,3,1,6,1,Attchd,492,7,2006,Normal,151000,1718
50,RM,5500,Reg,Lvl,1Fam,1.5Fin,5,7,1929,GasA,Y,SBrkr,1316,1,3,1,6,0,Detchd,484,4,2010,Normal,130000,1852
30,RM,5232,IR3,Bnk,1Fam,1Story,5,5,1925,GasA,N,FuseP,764,1,2,1,4,0,Detchd,504,6,2008,Normal,73000,1444
20,RL,12090,IR1,Lvl,1Fam,1Story,6,6,1981,GasA,Y,SBrkr,1422,2,3,1,7,1,Attchd,576,6,2008,Normal,175500,2844
60,RL,11207,IR1,HLS,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,1511,2,3,1,8,1,Attchd,413,6,2006,Normal,185000,2313
75,RL,8400,Reg,Bnk,1Fam,2.5Fin,5,8,1939,GasA,Y,SBrkr,2192,2,4,1,8,1,Detchd,240,7,2008,Normal,179500,2492
30,RM,6900,Reg,Lvl,1Fam,1Story,5,6,1940,GasA,Y,SBrkr,778,1,2,1,4,1,Detchd,924,2,2008,Normal,120500,1518
20,RL,7917,IR1,Lvl,1Fam,1Story,6,7,1976,GasA,Y,SBrkr,1113,1,3,1,6,1,Attchd,504,5,2007,Normal,148000,2256
60,FV,10728,Reg,Lvl,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1939,2,3,1,8,1,Attchd,1053,8,2006,Partial,266000,3034
20,RL,39104,IR1,Low,1Fam,1Story,7,7,1954,GasA,Y,SBrkr,1363,1,2,1,5,2,Attchd,439,4,2008,Normal,241500,2748
60,RL,11764,IR1,Lvl,1Fam,2Story,8,7,1999,GasA,Y,SBrkr,2270,2,4,1,9,1,Attchd,671,4,2010,Normal,290000,3422
20,RL,9600,Reg,Lvl,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,1632,2,3,1,6,1,Attchd,338,4,2009,Normal,139000,2872
20,RL,8314,Reg,Lvl,1Fam,1Story,5,7,1982,GasA,Y,SBrkr,816,1,2,1,5,0,Attchd,264,6,2007,Normal,124500,1632
50,RL,7264,Reg,Lvl,1Fam,1.5Fin,7,7,1925,GasW,N,SBrkr,1548,2,3,1,5,0,Detchd,672,10,2009,Normal,205000,2500
20,RL,9196,IR1,Lvl,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,1560,2,3,1,7,0,Attchd,573,4,2010,Normal,201000,3120
20,RL,19138,Reg,Lvl,1Fam,1Story,4,5,1951,GasA,Y,SBrkr,864,1,2,1,4,0,Detchd,400,6,2010,Normal,141000,1728
20,RL,14450,Reg,Lvl,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,2121,2,3,1,8,1,Attchd,732,5,2007,Partial,415298,4242
60,RL,10005,Reg,Lvl,1Fam,2Story,7,5,1977,GasA,Y,SBrkr,2022,2,4,1,8,1,Attchd,505,3,2008,Normal,192000,3182
60,RL,11287,Reg,Lvl,1Fam,2Story,7,6,1989,GasA,Y,SBrkr,1982,2,3,1,7,1,Attchd,575,1,2007,Normal,228500,2789
20,FV,7200,Reg,Lvl,1Fam,1Story,6,5,2006,GasA,Y,SBrkr,1262,2,2,1,5,0,Attchd,572,5,2006,Partial,185000,2524
120,RL,5063,Reg,Lvl,Twnhs,1Story,7,5,2007,GasA,Y,SBrkr,1314,2,2,1,6,1,Attchd,626,4,2009,Normal,207500,2628
20,RL,9612,Reg,Lvl,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,1468,2,3,1,6,1,Attchd,898,12,2009,Partial,244600,2936
120,RL,8012,Reg,Lvl,TwnhsE,1Story,6,5,1992,GasA,Y,SBrkr,1575,2,2,1,5,0,Attchd,529,7,2007,Normal,179200,3150
160,FV,4251,IR1,Lvl,TwnhsE,2Story,7,5,2006,GasA,Y,SBrkr,1250,2,2,1,5,0,Detchd,528,6,2007,Partial,164700,1875
50,RL,9786,IR1,Bnk,1Fam,1.5Fin,6,7,1962,GasA,Y,SBrkr,1734,1,3,1,7,1,Attchd,440,6,2006,Normal,159000,2646
20,RL,8125,IR1,Lvl,1Fam,1Story,4,4,1971,GasA,Y,SBrkr,858,1,3,1,5,0,,0,6,2006,Normal,88000,1716
20,RL,9819,IR1,Lvl,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,900,1,3,1,5,0,Detchd,280,2,2010,Normal,122000,1782
70,RL,8730,Reg,Lvl,1Fam,2Story,6,7,1915,GasA,Y,FuseA,1396,1,3,1,7,0,Detchd,384,7,2007,Normal,153575,2094
60,RL,15611,Reg,Lvl,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1919,2,3,1,8,1,Attchd,685,7,2006,Partial,233230,2998
190,RL,5687,Reg,Bnk,2fmCon,2Story,5,6,1912,GasA,N,SBrkr,1716,2,6,1,9,0,,0,3,2008,Normal,135900,2496
50,RL,11409,Reg,Lvl,1Fam,1.5Fin,5,4,1949,GasA,Y,SBrkr,1716,1,3,1,8,1,Attchd,281,1,2009,Normal,131000,2484
60,RL,16659,IR1,Lvl,1Fam,2Story,7,7,1977,GasA,Y,SBrkr,2263,2,3,1,9,1,Attchd,539,3,2006,Normal,235000,3058
20,RL,9600,Reg,Lvl,1Fam,1Story,6,5,1953,GasA,Y,SBrkr,1644,1,3,1,7,2,Attchd,418,10,2009,Normal,167000,3060
80,RL,7937,IR1,Lvl,1Fam,SLvl,6,6,1984,GasA,Y,SBrkr,1003,1,3,1,6,0,Detchd,588,3,2006,Normal,142500,2006
50,RM,13710,Reg,Lvl,1Fam,1.5Fin,5,5,1950,GasA,Y,FuseA,1558,1,4,1,6,0,Attchd,282,6,2007,Normal,152000,2468
60,FV,7399,IR1,Lvl,1Fam,2Story,7,5,1997,GasA,Y,SBrkr,1950,2,3,1,7,1,Detchd,576,6,2007,Normal,239000,2925
60,RL,11700,Reg,Lvl,1Fam,2Story,6,6,1968,GasA,Y,SBrkr,1743,1,3,1,7,1,Attchd,539,6,2007,Normal,175000,2445
20,RL,14000,Reg,Lvl,1Fam,1Story,6,8,1950,GasA,Y,SBrkr,1152,1,3,1,6,1,Attchd,300,8,2009,Family,158500,2244
190,RL,15750,Reg,Lvl,2fmCon,1Story,5,5,1953,GasA,Y,SBrkr,1336,1,2,1,5,2,Attchd,375,6,2006,Normal,157000,2501
60,RL,16226,IR3,Lvl,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,2452,2,4,1,9,1,BuiltIn,683,5,2007,Normal,267000,3480
20,RL,13704,IR1,Lvl,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,1541,2,3,1,6,1,Attchd,843,1,2006,Normal,205000,3082
20,RL,9800,Reg,Lvl,1Fam,1Story,5,7,1972,GasA,Y,SBrkr,894,1,3,1,5,0,Attchd,552,7,2006,Abnorml,149900,1788
75,RM,18386,Reg,Lvl,1Fam,2.5Fin,7,9,1880,GasA,Y,SBrkr,3493,3,3,1,10,1,Attchd,870,5,2008,Normal,295000,4963
20,RL,10386,Reg,Lvl,1Fam,1Story,8,5,2004,GasA,Y,SBrkr,2000,2,3,1,8,0,Attchd,888,7,2007,Normal,305900,4000
60,RL,13474,Reg,Lvl,1Fam,2Story,7,5,1990,GasA,Y,SBrkr,2243,2,4,1,8,1,Attchd,746,6,2007,Normal,225000,2943
50,RM,7920,IR1,Lvl,1Fam,1.5Fin,6,7,1920,GasA,Y,FuseA,1406,1,3,1,6,0,,0,3,2008,Normal,89500,1725
30,RL,12342,IR1,Lvl,1Fam,1Story,4,5,1940,GasA,Y,SBrkr,861,1,1,1,4,0,Detchd,539,3,2009,Normal,82500,1722
20,RL,12378,IR1,Lvl,1Fam,1Story,9,5,2003,GasA,Y,SBrkr,1944,2,3,1,8,3,Attchd,708,11,2006,Normal,360000,3840
60,RL,7685,IR1,Lvl,1Fam,2Story,6,5,1993,GasA,Y,SBrkr,1501,2,3,1,6,1,Attchd,420,5,2006,Normal,165600,2198
20,RL,8000,Reg,Lvl,1Fam,1Story,6,6,1948,GasA,Y,SBrkr,972,1,2,1,5,1,Detchd,240,5,2009,Normal,132000,1944
190,RM,7800,Reg,Lvl,2fmCon,1.5Fin,5,7,1939,GasA,Y,SBrkr,1118,1,3,1,5,1,Detchd,410,5,2006,Normal,119900,1911
20,RL,215245,IR3,Low,1Fam,1Story,7,5,1965,GasW,Y,SBrkr,2036,2,3,1,8,2,Attchd,513,6,2009,Normal,375000,4172
70,RM,9600,Reg,Lvl,1Fam,2Story,7,7,1925,GasA,Y,SBrkr,1641,1,3,1,6,1,Detchd,546,8,2006,Normal,178000,2369
60,RL,7795,IR1,Lvl,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,1432,2,3,1,6,1,Attchd,432,7,2009,Normal,188500,2148
60,RL,13005,IR1,Lvl,1Fam,2Story,7,7,1980,GasA,Y,SBrkr,2353,2,4,1,10,1,Attchd,484,8,2009,Normal,260000,3198
60,FV,9000,Reg,Lvl,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1959,2,3,1,8,1,Attchd,1025,12,2007,Normal,270000,3047
60,RL,9900,Reg,Low,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,2646,2,4,1,9,1,Attchd,656,4,2009,Normal,260000,3993
80,RL,14115,Reg,Lvl,1Fam,SLvl,7,5,1980,GasA,Y,SBrkr,1472,2,3,1,6,2,Attchd,588,6,2009,Normal,187500,2844
60,RL,16259,Reg,Lvl,1Fam,2Story,9,5,2006,GasA,Y,SBrkr,2596,3,4,1,9,0,Attchd,840,9,2006,Partial,342643,3845
60,RL,12099,IR1,Lvl,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,2468,2,4,1,10,1,BuiltIn,872,6,2007,Normal,354000,3604
60,RL,10380,IR1,Lvl,1Fam,2Story,7,5,1986,GasA,Y,SBrkr,2730,2,4,1,8,1,Attchd,576,8,2007,Normal,301000,4232
20,RM,5820,Reg,Lvl,1Fam,1Story,3,8,1955,GasA,Y,SBrkr,1163,1,3,1,6,0,Attchd,220,7,2006,Normal,126175,2325
80,RL,11275,Reg,Lvl,1Fam,SLvl,7,7,1967,GasA,Y,SBrkr,2978,2,5,1,11,1,BuiltIn,564,6,2010,Normal,242000,3688
45,RM,5000,Reg,Lvl,1Fam,1.5Unf,5,6,1941,GasA,N,FuseF,803,1,2,1,5,0,Detchd,360,12,2007,Normal,87000,1523
120,RL,10846,IR1,Lvl,TwnhsE,1Story,8,5,1993,GasA,Y,SBrkr,1719,1,1,1,6,2,Attchd,473,5,2008,Normal,324000,3438
20,RL,11600,Reg,Lvl,1Fam,1Story,6,5,1960,GasA,Y,SBrkr,1383,1,3,1,7,0,Attchd,292,4,2006,Normal,145250,2766
75,RL,11888,IR1,Bnk,1Fam,2.5Unf,6,6,1916,GasA,N,FuseA,2134,2,5,1,10,0,Detchd,441,7,2009,Normal,214500,2978
70,RM,6402,Reg,Lvl,1Fam,2Story,5,5,1920,GasA,N,SBrkr,1192,1,3,1,6,0,Detchd,189,7,2009,Normal,78000,1788
90,RL,10624,IR1,Lvl,Duplex,1Story,5,4,1964,GasA,Y,SBrkr,1728,2,6,2,10,0,Detchd,352,11,2007,Normal,119000,3456
20,RL,8176,Reg,Lvl,1Fam,1Story,5,6,1958,GasA,Y,SBrkr,1056,1,3,1,6,0,Attchd,308,8,2007,Normal,139000,2112
20,RL,10655,IR1,Lvl,1Fam,1Story,8,5,2003,GasA,Y,SBrkr,1629,2,3,1,7,1,Attchd,880,10,2009,Normal,284000,4835
120,RM,8198,Reg,Lvl,TwnhsE,1Story,7,5,2004,GasA,Y,SBrkr,1358,2,2,1,6,1,Attchd,484,7,2008,Normal,207000,2716
60,RL,9042,IR1,Lvl,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,1638,2,3,1,7,2,Attchd,472,7,2008,Normal,192000,2581
190,RL,164660,IR1,HLS,2fmCon,1.5Fin,5,6,1965,GasA,Y,SBrkr,1786,2,3,1,7,2,Attchd,529,8,2008,Normal,228950,3285
20,RL,14157,IR1,HLS,1Fam,1Story,9,5,2005,GasA,Y,SBrkr,1922,2,3,1,8,1,Attchd,676,7,2007,Normal,377426,3844
20,RL,9135,Reg,Lvl,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,1536,2,3,1,7,0,Attchd,532,12,2008,Normal,214000,3072
